Project_Name,Id,Developer,proponent_country_manual,Registry,Methodology,Sector,Country,Project.Status,Crediting.Period.Start,Crediting.Period.End,Annual.Est..Units,Total.Issued.Units,Total.Retired.Units,Total.Available.Units
HENAN SANMENXIA IFM (conversion of logged to protected forest) project,4191,Hangzhou Chaoteng Energy Technology Co.,,Verra,VCS-VM0010,Agriculture; forestry and fishing,China,Listed,,,0,0,0,0
REDD+ CONSERVATION OF ETHNO SUSTAINABLE AFRO-COLOMBIAN COMMUNITY IN THE TROPICAL RAIN FOREST OF COLOMBIA,2356,WeAct Pty Ltd.,,Verra,VM0015,Agriculture; forestry and fishing,Colombia,Listed,,,0,0,0,0
Sichuan Huili Improved Forest Management Project,3452,Not specified,,Verra,VM0010,Agriculture; forestry and fishing,China,Listed,,,0,0,0,0
Sakahk Papakititamo (Forest Breathes),5058,Climate Smart Solutions Canada Inc.,,Verra,VCS-VM0034,Agriculture; forestry and fishing,Canada,Listed,,,0,0,0,0
"Reforestation of pastures in Sociedad Agrícola de Interés Social “José Carlos Mariátegui” - Joven Forestal Project, Perú",687,SAIS José Carlos Mariategui,,Verra,AR-ACM0001,Agriculture; forestry and fishing,Peru,Registered,,,0,0,0,0
Reforestation of Degraded Forest Reserves in Ghana,987,Form Ghana Ltd,,Verra,AR-AM0003,Agriculture; forestry and fishing,Ghana,Listed,,,0,2222319,741811,1480508
Miramichi Timber Forest Carbon Project,4076,Miramichi Timberlands Ltd,,Verra,VM0034,Agriculture; forestry and fishing,Canada,Listed,,,0,0,0,0
Fujian Pucheng IFM (conversion of logged to protected forest) Project,2010,Zhejiang Zhongtuo Environmental Technology Development Co.,,Verra,VM0010,Agriculture; forestry and fishing,China,Listed,,,0,0,0,0
Generation Forest Group Project,2481,Fundacion Bosque De Generaciones,,Verra,ACM0003,Agriculture; forestry and fishing,Panama,Registered,,,0,63345,25062,38283
Community Based Forest Plantation in India,3549,Greenovation Sustainability Solutions Private Limited,,Verra,AR-ACM0003,Agriculture; forestry and fishing,India,Listed,,,0,0,0,0
"REFORESTATION OF DEGRADED FOREST RESERVE AREAS IN GHANA, WEST AFRICA",2410,Miro Forestry Developments Limited,,Verra,AR-ACM0003,Agriculture; forestry and fishing,Ghana,Listed,,,0,904246,330343,573903
Ñangareko Forest Reserve,4619,Not specified,,Verra,VCS-VM0007,Agriculture; forestry and fishing,Paraguay,Listed,,,0,0,0,0
NEC AND SAKYU IFM -THE 1ST PILOT FOR FSC FOREST IN JAPAN-,3911,Not specified,,Verra,VM0010,Agriculture; forestry and fishing,Japan,Listed,,,0,0,0,0
Ecobase European Improved Forest Management Project,5315,ECOBASE (PROJECT SPRUCE OÜ),,Verra,VCS-VM0003,Agriculture; forestry and fishing,Estonia,Listed,,,0,0,0,0
Blue Forest & Mozambique: Building Africa’s Largest Mangrove Restoration Project,3142,Blue Forest,,Verra,VM0007,Agriculture; forestry and fishing,Mozambique,Listed,,,0,0,0,0
Management of Community Forests for the Reduction of Deforestation in the Peruvian Amazon,4429,Not specified,,Verra,VM0015,Agriculture; forestry and fishing,Peru,Listed,,,0,0,0,0
Bull Run Overseas Forest Carbon Project,812,Bull Run Overseas Ltd.,,Verra,VM0007,Agriculture; forestry and fishing,Belize,Registered,,,0,236758,213803,22955
Tasar Forest Carbon Project,4708,COGNISPHERE SOLUTIONS LIMITED,,Verra,ACM0003,Agriculture; forestry and fishing,India,Listed,,,0,0,0,0
Fujian Shunchang IFM (conversion of logged to protected forest) Project,2474,Fujian Shunchang State-owned Forest Farm,,Verra,VM0010,Agriculture; forestry and fishing,China,Listed,,,0,0,0,0
NATURAL FOREST REGENERATION FOR ENHANCED CARBON STOCKS IN THE ALBERTINE RIFT (FRECAR),4889,World Wide Fund for Nature Denmark / Verdensnaturfonden,,Verra,VM0047,Agriculture; forestry and fishing,Uganda,Listed,,,0,0,0,0
Guangdong Huaiji IFM (conversion  of  logged  to  protected  forest)  Project,3879,Huaiji County Weizhou Construction Investment and Development Group Co.,,Verra,VM0010,Agriculture; forestry and fishing,China,Listed,,,0,0,0,0
Bukaleba Forest Project,799,Busoga Forestry Co. Ltd (Subsidiary Green Resources),,Verra,AR-ACM0001,Agriculture; forestry and fishing,Uganda,Registered,,,0,906904,193075,713829
REDD+ Project for the Conservation of Lowland Forest in the  Magdalena Medio Region of Colombia,3564,Fundación Biodiversa Colombia (FBC),,Verra,VM0015,Agriculture; forestry and fishing,Colombia,Listed,,,0,0,0,0
"BLUE CARBON MANGROVE CONSERVATION PROJECT:  RESTORING COASTAL ECOSYSTEMS ALONG THE COAST OF  KRISHNA DELTA, GODAVARI DELTA AND ADJOINING RESERVE  FOREST AREAS IN ANDHRA PRADESH",4045,Not specified,,Verra,VCS-VM0007,Agriculture; forestry and fishing,India,Listed,,,0,0,0,0
Yunnan Jinping IFM (conversion of logged to protected forest) Project,2637,Not specified,,Verra,VM0010,Agriculture; forestry and fishing,China,Listed,,,0,0,0,0
Guangxi Huanjiang IFM (conversion of logged to protected forest) Project,2327,Huanjiang Maonan Autonomous County Huashan Forestry Investment Co.,,Verra,VM0010,Agriculture; forestry and fishing,China,Registered,,,0,234574,96488,138086
Natural High Forest Rehabilitation Project on degraded land of Kibale National Park,673,Greenchoice,,Verra,AR-ACM0001,Agriculture; forestry and fishing,Uganda,Registered,,,0,1178630,1024345,154285
Carbon In Flavor and Arome Forests (C-BOSAR),3970,Not specified,,Verra,AR-ACM0003,Agriculture; forestry and fishing,Colombia,Listed,,,0,0,0,0
Lacandon – Forest for life REDD+ Project,1541,Not specified,,Verra,VM0015,Agriculture; forestry and fishing,Guatemala,Registered,,,0,1616709,173049,1443660
Forest Landscape Restoration in Panama,4884,Not specified,,Verra,AR-ACM0003,Agriculture; forestry and fishing,Panama,Listed,,,0,0,0,0
Hunan Miluo IFM (conversion of logged to protected forest) Project,4401,Hunan Carbon Technology Co.,,Verra,VCS-VM0010,Agriculture; forestry and fishing,China,Listed,,,0,0,0,0
Improved Grazing Management in Mosaic Forest - Grasslands Landscapes in the Centre-North of Argentina.,4655,Vista Energy Argentina SAU,,Verra,VM0032,Agriculture; forestry and fishing,Argentina,Listed,,,0,0,0,0
Kokolopori Bonobo Peace Forest Grouped REDD Project,3575,Not specified,,Verra,VM0015,Agriculture; forestry and fishing,--,Listed,,,0,0,0,0
Panambi REDD+ Project: Forest Conservation in the Paraguayan Chaco,4744,Ecosecurities Group Limited,,Verra,VCS-VM0007,Agriculture; forestry and fishing,Paraguay,Listed,,,0,0,0,0
XiCO2e: Mexican Peninsula Forest Project,3343,FORLIANCE GmbH,,Verra,VM0003,Agriculture; forestry and fishing,Mexico,Listed,,,0,0,0,0
Fujian Dehua IFM (conversion of logged to protected forest) Project,2694,Not specified,,Verra,VM0010,Agriculture; forestry and fishing,China,Listed,,,0,0,0,0
Forestal Apepu Carbon Project,2369,Forestal Apepu,,Verra,AR-ACM0003,Agriculture; forestry and fishing,Paraguay,Registered,,,0,73093,0,73093
Sustainable Forestry Management Plan Capture and Sequestration Carbon,1561,Global Servicos de Engenharia,,Verra,AR-ACM0003,Agriculture; forestry and fishing,Brazil,Listed,,,0,0,0,0
"Community-based reforestation project on degraded lands in Uttar Pradesh, India by Indian Farm Forestry Development Co-operative Limited",1015,Indian Farm Forestry Development Co-operative Limited,,Verra,AR-AMS0005,Agriculture; forestry and fishing,India,Registered,,,0,83688,9526,74162
Enhancing Rural Livelihoods through Carbon Sequestration by adopting Agro-forestry practices and Natural Climate Solutions,3702,VEDA CLIMATE CHANGE SOLUTIONS LTD,,Verra,ACM0003,Agriculture; forestry and fishing,India,Listed,,,0,0,0,0
Komaza Smallholder Farmer Forestry Kenya,2623,Komaza Group Inc.,,Verra,AR-AMS0007,Agriculture; forestry and fishing,Kenya,Listed,,,0,0,0,0
"Forestry Project for the Basin of the Chinchina River, an Environmental and Productive Alternative for the City and the Region",1378,Not specified,,Verra,AR-ACM0003,Agriculture; forestry and fishing,Colombia,Registered,,,0,223517,222449,1068
WEST SERAM REDD+ and AGARWOOD ForestWise PROJECT,4381,Not specified,,Verra,VM0009,Agriculture; forestry and fishing,Indonesia,Listed,,,0,0,0,0
Grouped Reforestation Project by Cropzone Agro Forestry Private Limited,2833,CropZone Agro Forestry Private Limited,,Verra,AR-ACM0003,Agriculture; forestry and fishing,India,Registered,,,0,40303,1350,38953
Kijani Forestry smallholder farmer forestry project,4475,Kijani Forestry,,Verra,AR-ACM0003,Agriculture; forestry and fishing,Uganda,Listed,,,0,0,0,0
Agro Forestry01,3588,Not specified,,Verra,AR-ACM0003,Agriculture; forestry and fishing,Pakistan,Listed,,,0,0,0,0
Motor Verde+Floresta Forestry Carbon Project. Portugal Central Region I,4286,Grupo SYLVESTRIS SL,,Verra,Methodology Under Development,Agriculture; forestry and fishing,Portugal,Listed,,,0,0,0,0
Nigeria Community-based Forestry Project,5038,Not specified,,Verra,VM0047,Agriculture; forestry and fishing,Nigeria,Listed,,,0,0,0,0
"Eastern Cape Bamboo Forestry Project, South Africa",3632,EcoPlanet Bamboo Group,,Verra,AR-ACM0003,Agriculture; forestry and fishing,South Africa,Listed,,,0,0,0,0
COMMUNITY PARTICIPATIVE FORESTRY/AGROFORESTRY DEVELOPMENT PROJECT IN INDIA,3553,Indian Farm Forestry Development Co-operative Ltd.,,Verra,AR-AMS0007,Agriculture; forestry and fishing,India,Listed,,,0,0,0,0
"Amigos de Calakmul Community Conservation Forestry Program, Mexico",3479,Not specified,,Verra,ACM0010,Agriculture; forestry and fishing,Mexico,Listed,,,0,0,0,0
"Mitigation of GHG: Rubber based agro-forestry system for sustainable development and poverty reduction in Pakkading, Bolikhamsay Province, Lao PDR",1684,Lao Thai Hua Rubber Co. Ltd,,Verra,AR-ACM0003,Agriculture; forestry and fishing,Lao People's Democratic Republic,Listed,,,0,106092,65551,40541
Quebec Forestry Sector Carbon Sequestration Grouped Project Pivot,1916,Not specified,,Verra,VM0034,Agriculture; forestry and fishing,Canada,Listed,,,0,395721,7991,387730
Community Forestry Initiatives in India,3552,SAUNTA GAUNTA FOUNDATION,,Verra,AR-ACM0003,Agriculture; forestry and fishing,India,Listed,,,0,0,0,0
Paracel ARR Carbon Forestry Project,3196,PARACEL SA,,Verra,AR-ACM0003,Agriculture; forestry and fishing,Paraguay,Listed,,,0,0,0,0
"Farm Forestry Initiatives for Promotion of Community Livelihoods and Climate Resilience in Odisha, India",5031,Kosher Climate India Pvt. Ltd.,,Verra,VM0047,Agriculture; forestry and fishing,India,Listed,,,0,0,0,0
Reforestation of pasture lands on the Peruvian Northern Andes – “Forestry PRODICOM” Grouped Project,1397,Not specified,,Verra,AR-AMS0007,Agriculture; forestry and fishing,Peru,Registered,,,0,0,0,0
MOTOR VERDE FORESTRY CARBON PROJECT - GRANDAS DE SALIME (SPAIN),3813,Not specified,,Verra,AR-ACM0003,Agriculture; forestry and fishing,Spain,Listed,,,0,0,0,0
The New Zealand Indigenous Forest Regeneration Project,4651,New Zealand Forestry Removals Limited,,Verra,VCS-VM0012,Agriculture; forestry and fishing,New Zealand,Listed,NA,NA,0,0,0,0
NATURAL FOREST REGENERATION FOR ENHANCED CARBON STOCKS IN THE ALBERTINE RIFT (FRECAR),4889,World Wide Fund for Nature Denmark / Verdensnaturfonden,,Verra,VM0047,Agriculture; forestry and fishing,Uganda,Listed,NA,NA,0,0,0,0
ARAKU VALLEY REFORESTATION PROJECT,3248,CropZone Agro Forestry Private Limited,,Verra,AR-ACM0003,Agriculture; forestry and fishing,India,Listed,,,0,0,0,0
Reforestation of degraded land by MTPL in India,2404,Mangalam Timber Products Limited,,Verra,AR-ACM0001,Agriculture; forestry and fishing,India,Registered,,,0,2015518,832146,1183372
"Reforestation of degraded grasslands in Uchindile & Mapanda, Tanzania",142,Green Resources Tanzania Ltd (GRL),,Verra,AR-AM0005,Agriculture; forestry and fishing,--,Registered,,,0,1035289,547103,488186
"East African Afforestation, Reforestation and Revegetation Program",1443,Horn of Africa Regional Environment Center and Network,,Verra,AR-ACM0003,Agriculture; forestry and fishing,Ethiopia,Listed,,,0,0,0,0
Uganda Native Reforestation and Agroforestry Project,4882,Not specified,,Verra,AR-ACM0003,Agriculture; forestry and fishing,Uganda,Listed,,,0,0,0,0
Jubilación Segura : Agroforestry And Reforestation With Smallscale Farmers in Peru,1496,Pur Projet,,Verra,AR-AMS0007,Agriculture; forestry and fishing,Peru,Listed,,,0,157662,157662,0
Reforestation with Teak  CO2e TEAKMEX,1740,Agropecuaria Santa Genoveva S.A.P.I. de C.V.,,Verra,AR-ACM0003,Agriculture; forestry and fishing,Mexico,Registered,,,0,524976,434481,90495
Reforestation carbon project in the pinatubo mountain region,5151,Not specified,,Verra,VM0047,Agriculture; forestry and fishing,Philippines,Listed,,,0,0,0,0
Reforestation Project in Meghalaya by Shillong Bamboo,2959,Shillong Bamboo,,Verra,AR-ACM0003,Agriculture; forestry and fishing,India,Listed,,,0,0,0,0
"Reforestation and Restoration of degraded mangrove lands, sustainable livelihood and community development in Myanmar",1764,Worldview International Foundation,,Verra,AR-AM0014,Agriculture; forestry and fishing,Myanmar,Registered,,,0,293970,176161,117809
Land Life Reforestation and Restoration of Degraded Land in Australia - A,4822,Land Life Company BV,,Verra,AR-ACM0003,Agriculture; forestry and fishing,Australia,Listed,,,0,0,0,0
Reforestation Grouped Project at Pratigi Environmental Protection Area,1317,Not specified,,Verra,AR-AMS0007,Agriculture; forestry and fishing,Brazil,Listed,,,0,2024,1727,297
OYU - Reforesting Uganda for a better tomorrow,4888,OYU Green Private Limited,,Verra,AR-ACM0003,Agriculture; forestry and fishing,Uganda,Listed,,,0,0,0,0
Grand Katanga Reforestation Project,5137,Not specified,,Verra,VM0047,Agriculture; forestry and fishing,--,Listed,,,0,0,0,0
Reforestation with Rubber on degraded lands of Colombia,1233,NACOBENA SAS,,Verra,AR-ACM0003,Agriculture; forestry and fishing,Colombia,Registered,,,0,211765,207735,4030
Tombwe Smallholder Reforestation Project,2619,Tombwe Processing Limited,,Verra,AR-ACM0003,Agriculture; forestry and fishing,Zambia,Listed,,,0,0,0,0
Unitán afforestation and reforestation of grazing lands project,2610,UNITAN SAICA,,Verra,AR-ACM0003,Agriculture; forestry and fishing,Argentina,Registered,,,0,2100,1500,600
Hongera Reforestation Project (Mt Kenya and Aberdares),3321,Not specified,,Verra,ACM0003,Agriculture; forestry and fishing,Kenya,Listed,,,0,0,0,0
XiCO2e: Mexican Reforestation Project,3342,FORLIANCE GmbH,,Verra,AR-ACM0003,Agriculture; forestry and fishing,Mexico,Listed,,,0,0,0,0
Agroforestry and reforestation with small-scale farmers in Uganda,2471,The PURE PROJECT SAS,,Verra,AR-AMS0007,Agriculture; forestry and fishing,Uganda,Registered,,,0,0,0,0
Reforestation of land for multiple uses,3877,Lacan Investimentos e Participações Ltda,,Verra,AR-ACM0003,Agriculture; forestry and fishing,Brazil,Listed,,,0,0,0,0
Reforesting Reclaimed Appalachian Mine Lands,5288,Living Carbon PBC,,Verra,VM0047,Agriculture; forestry and fishing,United States of America,Listed,,,0,0,0,0
Reforestation Project in Qinghai Province 2012,1361,Not specified,,Verra,AR-ACM0003,Agriculture; forestry and fishing,China,Registered,,,0,28883,95,28788
"MANGROVE REFORESTATION IN DANZHOU, HAINAN PROVINCE",4194,Hainan University,,Verra,VCS-VM0033,Agriculture; forestry and fishing,China,Listed,,,0,0,0,0
"Ganaderia y Bosques (GANBOS): Combining reforestation and rotational cattle grazing practices to restore degraded pastures in the provinces of Guanacaste, San Jose and Puntarenas in Costa Rica",5061,rePLANET,,Verra,VM0047,Agriculture; forestry and fishing,Costa Rica,Listed,,,0,0,0,0
Reforestation of Lands for Multiple Purposes as a Sustainable Development Driver,4720,Klabin SA,,Verra,AR-ACM0003,Agriculture; forestry and fishing,Brazil,Listed,,,0,0,0,0
The Paraguayan Chaco Neem Reforestation Project,2744,El Retiro S.A.,,Verra,AR-AMS0007,Agriculture; forestry and fishing,Paraguay,Listed,,,0,0,0,0
North Bandai Bamboo Reforestation Project,2928,EcoPlanet Bamboo Group,,Verra,AR-ACM0003,Agriculture; forestry and fishing,Ghana,Listed,,,0,0,0,0
Mount Kei Reforestation Project,5090,Equatoria Forestry Company,,Verra,VM0047,Agriculture; forestry and fishing,Uganda,Listed,,,0,0,0,0
OYU - Reforesting Kenya for a better tomorrow,4898,OYU Green Private Limited,,Verra,AR-ACM0003,Agriculture; forestry and fishing,Kenya,Listed,,,0,0,0,0
Reforestation with Native Species in the Pachijal and Mira River Watersheds for Carbon Retention,1080,Not specified,,Verra,AR-AMS0007,Agriculture; forestry and fishing,Ecuador,Listed,,,0,0,0,0
Reforestation through biodiverse Agroforestry Systems in the Amazon (Roraima State),5197,Not specified,,Verra,VM0047,Agriculture; forestry and fishing,Brazil,Listed,,,0,0,0,0
Reforestation for multiple purposes as a means of sustainable development,3822,Klabin SA,,Verra,AR-ACM0003,Agriculture; forestry and fishing,Brazil,Listed,,,0,0,0,0
Smallholder Reforestation in Malawi,4891,Not specified,,Verra,VM0047,Agriculture; forestry and fishing,Malawi,Listed,,,0,0,0,0
Land Life Reforestation and Restoration of Degraded Land in Colorado,4820,Land Life Company BV,,Verra,AR-ACM0003,Agriculture; forestry and fishing,United States of America,Listed,,,0,0,0,0
EcoPlanet Bamboo Central America - Reforestation Project,1085,EcoPlanet Bamboo Group,,Verra,AR-ACM0001,Agriculture; forestry and fishing,Nicaragua,Registered,,,0,280155,251792,28363
Land Life Reforestation and Restoration on Degraded Land in Australia,4463,Land Life Company BV,,Verra,AR-ACM0003,Agriculture; forestry and fishing,Australia,Listed,,,0,0,0,0
"Reforestation of degraded lands in the Valle California of Patagonia, Chile",886,Agrícola y Forestal SNP Ltda,,Verra,AR-ACM0001,Agriculture; forestry and fishing,Chile,Registered,,,0,0,0,0
Mombak Reforesting Brazil at Scale - Project 1,5389,Samauma Florestal SA,,Verra,VM0047,Agriculture; forestry and fishing,Brazil,Listed,,,0,0,0,0
Greenzone Reforestation Project,4176,Not specified,,Verra,AR-ACM0003,Agriculture; forestry and fishing,Cameroon,Listed,,,0,0,0,0
"Bandai Hills Bamboo Reforestation Project, Ghana",2929,EcoPlanet Bamboo Group,,Verra,AR-ACM0003,Agriculture; forestry and fishing,Ghana,Listed,,,0,0,0,0
Shade Coffee & Cacao Reforestation Project,1153,Société de gestion de projets ECOTIERRA Inc.,,Verra,AR-ACM0003,Agriculture; forestry and fishing,Peru,Registered,,,0,0,0,0
"Reforestation Project in Yingjing County, Sichuan Province",1332,Not specified,,Verra,AR-ACM0003,Agriculture; forestry and fishing,China,Registered,,,0,1207,1207,0
Integrated Project for Reforestation and Agroforestry on Degraded lands in Nicaragua,2365,MLR Forestal de Nicaragua S.A.,,Verra,AR-ACM0003,Agriculture; forestry and fishing,Nicaragua,Registered,,,0,9138,8032,1106
"Grouped Reforestation Project in Indore, India",2584,EKI Energy Services Limited,,Verra,AR-ACM0003,Agriculture; forestry and fishing,India,Listed,,,0,0,0,0
"Restoration of degraded areas and reforestation in Cáceres and Cravo Norte, Colombia",576,Asorpar Ltd.,,Verra,AR-AM0005,Agriculture; forestry and fishing,Colombia,Registered,,,0,382819,359325,23494
Land Life Reforestation and Restoration of Degraded Land in Portugal,4821,Land Life Company BV,,Verra,AR-ACM0003,Agriculture; forestry and fishing,Portugal,Listed,,,0,0,0,0
Lanao del Sur Bamboo Reforestation Project,2958,EcoPlanet Bamboo Group,,Verra,ACM0003,Agriculture; forestry and fishing,Philippines,Registered,,,0,0,0,0
Agroforestry and Reforestation for Carbon Sequestration in Indonesia,3012,The PURE PROJECT SAS,,Verra,AR-AMS0007,Agriculture; forestry and fishing,Indonesia,Listed,,,0,0,0,0
Serra do Sudeste Landscape Restoration and Reforestation Project,2359,The Green Branch,,Verra,AR-AMS0007,Agriculture; forestry and fishing,Brazil,Listed,,,0,0,0,0
Reforestation of degraded land in Spain,3419,Land Life Company BV,,Verra,AR-ACM0003,Agriculture; forestry and fishing,Spain,Listed,,,0,0,0,0
Udzungwa Corridor Reforestation,3602,Udzungwa Corridor Limited,,Verra,AR-ACM0003,Agriculture; forestry and fishing,--,Registered,,,0,0,0,0
"Ganaderos Y Bosques Azuero: Reforestation of Riparian Areas and Rotational Grazing on Cattle Farms in the Azuero Peninsula, Panama",5180,rePLANET,,Verra,VCS-VM0042,Agriculture; forestry and fishing,Panama,Listed,,,0,0,0,0
Reforestation Across the Lower Mississippi Valley,774,Dynegy Inc.,,Verra,AR-ACM0001,Agriculture; forestry and fishing,United States of America,Registered,,,0,0,0,0
"Reforestation of degraded land in Chhattisgarh, India",689,Prakash Industries Limited,,Verra,AR-ACM0002,Agriculture; forestry and fishing,India,Registered,,,0,58122,38958,19164
Panna Afforestation and Reforestation Project,4811,Climate Impact Partners Limited,,Verra,VM0047,Agriculture; forestry and fishing,India,Listed,,,0,0,0,0
Reforesting Degraded Lands in Chile through the use of Mycorrhizal Inoculation,1055,Mikro-Tek Inc.,,Verra,AR-ACM0003,Agriculture; forestry and fishing,Chile,Registered,,,0,1418794,1201384,217410
Reforestation activities in Brazil for carbon removals from the atmosphere,4729,SADA PARTICIPAÇÕES LTDA,,Verra,AR-ACM0003,Agriculture; forestry and fishing,Brazil,Listed,,,0,0,0,0
"Reforestation of pastures in Campo Verde with native species, Pucallpa, Peru",658,Bosques Amazónicos,,Verra,AR-AM0003,Agriculture; forestry and fishing,Peru,Registered,,,0,42625,42625,0
"Multi-Species Reforestation in Mato Grosso, Brazil",665,Not specified,,Verra,AR-AMS0006,Agriculture; forestry and fishing,Brazil,Registered,,,0,513482,338108,175374
Reforestation of Degraded Lands in Sierra Leone,2401,Miro Forestry Developments Limited,,Verra,AR-AM0003,Agriculture; forestry and fishing,Sierra Leone,Listed,,,0,578870,328612,250258
IMPACT REFORESTATION IN THE CHACO PROJECT,2496,Investancia Paraguay S.A.,,Verra,AR-ACM0003,Agriculture; forestry and fishing,Paraguay,Registered,,,0,0,0,0
Mangrove afforestation and reforestation project in Cambodia,5071,Not specified,,Verra,VCS-VM0033,Agriculture; forestry and fishing,Cambodia,Listed,,,0,0,0,0
Land Life Reforestation and Restoration of Degraded Land in Spain - B,4739,Deeprock Net Zero Technology (Shenzhen) Co.,,Verra,AR-ACM0003,Agriculture; forestry and fishing,Spain,Listed,,,0,0,0,0
Land Life Reforestation and Restoration of Degraded Land in Spain - A,4741,Defined B.V.,,Verra,AR-AM0003,Agriculture; forestry and fishing,Spain,Listed,,,0,0,0,0
Reforestation grouped project Norteak Nicaragua,2647,Norteak Nicaragua S.A.,,Verra,AR-ACM0003,Agriculture; forestry and fishing,Nicaragua,Listed,,,0,29419,0,29419
Urban reforestation and revegetation in the UK,4936,Carbon Heroes ltd,,Verra,VM0047,Agriculture; forestry and fishing,United Kingdom,Listed,,,0,0,0,0
Reforestation of deforested land in Madagascar,1327,EcoFormation,,Verra,AR-ACM0003,Agriculture; forestry and fishing,Madagascar,Registered,,,0,0,0,0
THAMMA RAKSA - REFORESTATION AND LAND RESTORATION IN THAILAND,3581,The PURE PROJECT SAS,,Verra,VCS-AR-AMS0007,Agriculture; forestry and fishing,Thailand,Listed,,,0,0,0,0
ReforesTerra Grouped Project,3166,ReforesTerra – Restauração de Ecossistemas Florestais Ltda,,Verra,ACM0003,Agriculture; forestry and fishing,Brazil,Listed,,,0,0,0,0
Restore Africa: Restoring trees and livelihoods in Kenya,4481,Global Evergreening Alliance,,Verra,Methodology Under Development,Agriculture; forestry and fishing,Kenya,Listed,,,0,0,0,0
Aeco Peatland Restoration Latvia #1,5067,aeco GmbH,,Verra,VM0036,Agriculture; forestry and fishing,Latvia,Listed,,,0,0,0,0
Rwanda Riparian Restoration Project,3072,EcoPlanet Bamboo Group,,Verra,AR-ACM0003,Agriculture; forestry and fishing,Rwanda,Listed,,,0,0,0,0
Timor-Leste Mangrove Restoration Project,4847,SK Forest,,Verra,VM0033,Agriculture; forestry and fishing,Timor-Leste,Listed,,,0,0,0,0
Sembrando Futuro Restoration Project,5324,ALLCOT A.G.,,Verra,VM0047,Agriculture; forestry and fishing,Colombia,Listed,,,0,0,0,0
Livelihoods' mangrove restoration grouped project in Senegal,1318,Livelihoods Fund SICAV SIF,,Verra,AR-AM0014,Agriculture; forestry and fishing,Senegal,Registered,,,0,509878,348884,160994
"Mangrove restoration project in Wenchang and Changjiang, Hainan",3897,Not specified,,Verra,VM0033,Agriculture; forestry and fishing,China,Listed,,,0,0,0,0
Boomitra grassland Restoration in Colombia,5335,Boomitra Inc,,Verra,VCS-VM0042,Agriculture; forestry and fishing,Colombia,Listed,,,0,0,0,0
Katingan Peatland Restoration and Conservation Project,1477,PT. Rimba Makmur Utama (PT. RMU),,Verra,VM0007,Agriculture; forestry and fishing,Indonesia,Registered,,,0,62718596,32361203,30357393
The Native Ecosystem Restoration in Nicaragua Project,4004,Not specified,,Verra,AR-ACM0003,Agriculture; forestry and fishing,Nicaragua,Listed,,,0,0,0,0
Participatory Mangrove Afforestation & Restoration in the west coast of India,3361,Not specified,,Verra,AR-AM0014,Agriculture; forestry and fishing,India,Listed,,,0,0,0,0
Greening Farmlands: Plantations for Sustainable Growth and Restoration in Central and Eastern India,5134,Varaha ClimateAg Private Limited,,Verra,VM0047,Agriculture; forestry and fishing,India,Listed,,,0,0,0,0
Restoration of Degraded Mangroves and Sustainable Development in Myanmar,2792,Worldview International Foundation,,Verra,AR-AM0014,Agriculture; forestry and fishing,Myanmar,Listed,,,0,0,0,0
Kupu-Kupu Project - Enhancing Livelihoods through Mangrove Restoration and Silvofishery in South Sulawesi,5032,Vlinder Austria GmbH,,Verra,VCS-VM0033,Agriculture; forestry and fishing,Indonesia,Listed,,,0,0,0,0
PLUM Peat and Mangrove Conservation and Restoration Project (PLUM Project),4967,PT. Pagatan Usaha Makmur,,Verra,VCS-VM0007,Agriculture; forestry and fishing,Indonesia,Listed,,,0,0,0,0
Mangrove Restoration and Sustainable Development in Myanmar,2088,Worldview International Foundation,,Verra,AR-AM0014,Agriculture; forestry and fishing,Myanmar,Listed,,,0,0,0,0
SPEKBOOM RESTORATION PROJECT BEKA EMVA IGWANISHE - ISIXHOSA,5027,Not specified,,Verra,VM0047,Agriculture; forestry and fishing,South Africa,Listed,,,0,0,0,0
Boomitra Grassland Restoration in the Temperate Grasslands of South America Through Soil Enrichment,3291,Boomitra Inc,,Verra,VM0042,Agriculture; forestry and fishing,Argentina,Listed,,,0,0,0,0
RESTORATION OF HOMESTAED LAND  OF POOR RURAL COMMUNITIES IN  ASSAM AND MEGHALAYA,3892,Not specified,,Verra,ACM0003,Agriculture; forestry and fishing,India,Listed,,,0,0,0,0
"Eastern Cape Restoration Project, South Africa - Somerset East",3628,EcoPlanet Bamboo Group,,Verra,AR-ACM0003,Agriculture; forestry and fishing,South Africa,Listed,,,0,0,0,0
Community Restoration of Native Ecosystems in Ghana,4126,Not specified,,Verra,AR-ACM0003,Agriculture; forestry and fishing,Ghana,Listed,,,0,0,0,0
"Mangrove Restoration Project with Sine Saloum and Casamance communities, Senegal",2834,WeForest ASBL,,Verra,AR-AM0014,Agriculture; forestry and fishing,Senegal,Listed,,,0,0,0,0
Community-Based Mangrove Conservation and Restoration in Sierra Leone,4539,West Africa Blue,,Verra,VM0033,Agriculture; forestry and fishing,Sierra Leone,Listed,,,0,0,0,0
Boomitra Grassland Restoration in Northern Mexico,2887,Boomitra Inc,,Verra,VM0042,Agriculture; forestry and fishing,Mexico,Listed,,,0,0,0,0
Carbon Mosaic Conservation and Restoration of Mangroves in Delta State,5224,Not specified,,Verra,VCS-VM0042,Agriculture; forestry and fishing,Nigeria,Listed,,,0,0,0,0
